league,season,club,games,pts,gf,ga,xg,xga,xpts,est_share,season_len,partial,is_reserve,team_id,squad_value_m,pts_pg,xpts_pg,value_rank,xg_source,predicted_xpts_pg,predicted_xpts,club_skill,pts_vs_budget,luck,growth_m,growth_pct,n_matched,n_squad
Eredivisie,25/26,Utrecht,34,53,55.0,42.0,52.23,46.68,52.028089685919156,0.0,34,False,False,200,93.05,1.5588235294117647,1.5302379319387986,5.0,real,1.5937820037796238,54.188588128507206,-2.160498442588054,-1.1885881285072073,0.9719103140808465,10.125,0.16337232755143202,30.0,39.0
Eredivisie,25/26,Volendam,34,32,35.0,55.0,37.24,62.53,33.42366328379382,0.0,34,False,False,724,18.48,0.9411764705882353,0.983048920111583,15.0,real,1.085856452477351,36.91911938422994,-3.495456100436116,-4.919119384229937,-1.423663283793821,2.825,0.23251028806584362,28.0,35.0
Eredivisie,26/27,ADO Den Haag,6,1,6.0,16.0,4.109999999999999,12.870000000000001,3.752171772588925,0.0,34,True,False,1268,18.28,0.16666666666666666,0.6253619620981542,14.0,real,1.082437231898667,36.80286588455468,-15.540559173217437,-31.136199217888013,-15.595640044670578,,,,
Eredivisie,26/27,AZ,6,16,17.0,6.0,15.920000000000002,6.54,12.607888660132444,0.0,34,True,False,1090,129.3,2.6666666666666665,2.101314776688741,4.0,real,1.6971609264944307,57.70347150081064,13.741230906606543,32.963195165856014,19.221964259249475,,,,
Eredivisie,26/27,Ajax,6,13,19.0,7.0,16.259999999999998,8.08,12.342687406219756,0.0,34,True,False,610,228.7,2.1666666666666665,2.0571145677032927,2.0,real,1.8763548583445269,63.796065183713914,6.145830118198038,9.870601482952749,3.7247713647547096,,,,
Eredivisie,26/27,Cambuur,6,4,9.0,18.0,9.129999999999999,12.17,6.348055743371322,0.0,34,True,False,133,13.8,0.6666666666666666,1.058009290561887,17.0,real,0.9940968240196868,33.79929201666935,2.173023862434806,-11.132625350002685,-13.305649212437492,,,,
Eredivisie,26/27,Excelsior,6,10,13.0,7.0,8.85,8.01,8.63618295821601,0.0,34,True,False,798,17.13,1.6666666666666667,1.439363826369335,15.0,real,1.0620201809485528,36.1086861522508,12.829683944306593,20.557980514415874,7.728296570109283,,,,
Eredivisie,26/27,Feyenoord,6,14,20.0,7.0,15.99,5.1,14.066597057324948,0.0,34,True,False,234,210.73,2.3333333333333335,2.344432842887491,3.0,real,1.85064089728967,62.921790507848776,16.78892615032592,16.41154282548456,-0.3773833248413627,,,,
Eredivisie,26/27,Fortuna Sittard,6,10,12.0,14.0,5.63,16.52,3.829354502596302,0.0,34,True,False,385,16.9,1.6666666666666667,0.638225750432717,16.0,real,1.0577726080570091,35.96426867393831,-14.264593159225932,20.702397992728358,34.966991151954296,,,,
Eredivisie,26/27,Go Ahead Eagles,6,9,15.0,13.0,12.1,10.17,9.081018278639835,0.0,34,True,False,1435,22.2,1.5,1.5135030464399726,12.0,real,1.1434860129538107,38.878524440429565,12.580579138529504,12.121475559570436,-0.4591035789590676,,,,
Eredivisie,26/27,Groningen,7,11,15.0,13.0,11.2,14.65,9.0819661938153,0.0,34,True,False,202,34.65,1.5714285714285714,1.297423741973614,9.0,real,1.2833799214102741,43.63491732794932,0.477489899153559,9.793654100622106,9.316164201468549,,,,
Eredivisie,26/27,Heerenveen,6,6,7.0,9.0,7.47,9.1,7.2293614017999825,0.0,34,True,False,306,52.65,1.0,1.2048935669666638,7.0,real,1.4148410438914008,48.104595492307624,-7.138214215441055,-14.104595492307626,-6.966381276866571,,,,
Eredivisie,26/27,NEC,6,7,11.0,12.0,10.99,11.83,7.899475244500784,0.0,34,True,False,467,44.93,1.1666666666666667,1.3165792074167972,8.0,real,1.3650176401130942,46.410599763845205,-1.6469067116740979,-6.743933097178535,-5.097026385504437,,,,
Eredivisie,26/27,PEC Zwolle,7,4,6.0,20.0,6.77,14.84,5.454304074796309,0.0,34,True,False,1269,25.28,0.5714285714285714,0.7791862963994728,11.0,real,1.1843103026103987,40.26655028875356,-13.774216211171481,-20.83797886018213,-7.0637626490106475,,,,
Eredivisie,26/27,PSV,6,16,22.0,7.0,18.79,6.98,14.00306494824215,0.0,34,True,False,383,284.45,2.6666666666666665,2.333844158040358,1.0,real,1.9449015305471609,66.12665203860347,13.224049334768708,24.540014628063194,11.315965293294484,,,,
Eredivisie,26/27,Sparta Rotterdam,6,5,10.0,13.0,11.69,12.7,8.124531852078164,0.0,34,True,False,468,29.3,0.8333333333333334,1.3540886420130274,10.0,real,1.2306814708215632,41.843170007933146,4.195843820509781,-13.509836674599814,-17.705680495109597,,,,
Eredivisie,26/27,Telstar,6,5,5.0,11.0,7.49,12.64,5.5344882018888,0.0,34,True,False,1434,8.7,0.8333333333333334,0.9224147003148001,18.0,real,0.8491313112057877,28.87046458099678,2.4916352297064233,-0.537131247663446,-3.028766477369869,,,,
Eredivisie,26/27,Twente,6,13,12.0,5.0,13.6,4.5200000000000005,13.766777873852629,0.0,34,True,False,317,77.35,2.1666666666666665,2.2944629789754383,5.0,real,1.5357146726571673,52.21429887034369,25.797442414821212,21.452367796322974,-4.34507461849824,,,,
Eredivisie,26/27,Utrecht,6,5,11.0,19.0,9.3,11.49,7.729134821438489,0.0,34,True,False,200,63.6,0.8333333333333334,1.288189136906415,6.0,real,1.4742126610403055,50.123230475370384,-6.324799820552279,-21.789897142037052,-15.465097321484771,,,,
Eredivisie,26/27,Willem II,6,2,6.0,19.0,8.49,15.57,4.9004681846716664,0.0,34,True,False,403,21.65,0.3333333333333333,0.8167446974452778,13.0,real,1.1356031457886329,38.610506956813516,-10.841187243674073,-27.277173623480188,-16.435986379806113,,,,
